id,CategoryKey,DisplayName,InternalName,BaseItem,Variant,QualityTier,PrimaryConsumer,Trade,Unit,MarketValue_cp,MaterialCost_cp,LaborCost_cp,Overhead_cp,EfficiencyFactor_MC,EfficiencyFactor_LC,WasteRecovery_pct,MC_eff,LC_eff,Duty,DutyPct,DutyFree,EffectiveTaxPct,TaxAmount_cp,NetProfit_cp,Regions,Tags,ImportReliant,ImportTier,ExportFriendly,SourcingNotes,Margin_pct,DisplayPrice,DisplayPrice_Tidy,SuggestedPrice_cp,SuggestedDisplayPrice,Perishable,Bulky,Fragile,ValueDense,CorridorFriendly,RegionalMult_InRegion,RegionalMult_OutOfRegion,Preview_InRegion_cp,Preview_OutOfRegion_cp,Preview_InRegion_Display,Preview_OutOfRegion_Display
336,Foraged,High Table Chanterelles,Chanterelles (basket) (High Table),Chanterelles (basket),High Table,Luxury,Noble,,basket,179.782,56,48,6.4,0.1,0.1,0.02,49.28,43.2,No,0,No,0.35,62.924,17.978,wetland;forest;hills;mountains,,No,0,Yes,,0.099998888,1si 79cp 7st 8ci,1si 79cp 7st,180,1si 80cp,Yes,Yes,No,No,No,0.94,1.1,168.995,197.76,1si 69cp,1si 97cp 7st
337,Foraged,Low Inn Walnuts,Walnuts (sack) (Low Inn),Walnuts (sack),Low Inn,Staple,Commoner,,sack,54,18.9,16.2,2.16,0.1,0.1,0.02,16.632,14.58,No,0,No,0.04,2.16,18.468,wetland;forest;hills;mountains,,No,0,Yes,,0.342,54cp,54cp,54,54cp,No,No,No,No,No,0.97,1,52.38,54,52cp 3st 8ci,54cp
338,Foraged,Common Walnuts,Walnuts (sack) (Common),Walnuts (sack),Common,Common,Commoner,,sack,60,21,18,2.4,0.1,0.1,0.02,18.48,16.2,No,0,No,0.05,3,19.92,wetland;forest;hills;mountains,,No,0,Yes,,0.332,60cp,60cp,60,60cp,No,No,No,No,No,0.97,1,58.2,60,58cp 2st,60cp
339,Foraged,Fine Walnuts,Walnuts (sack) (Fine),Walnuts (sack),Fine,Fine,Artisan,,sack,84,29.4,25.2,3.36,0.1,0.1,0.02,25.872,22.68,No,0,No,0.08,6.72,25.368,wetland;forest;hills;mountains,,No,0,Yes,,0.302,84cp,84cp,84,84cp,No,No,No,No,No,0.97,1,81.48,84,81cp 4st 8ci,84cp
340,Foraged,High Table Walnuts,Walnuts (sack) (High Table),Walnuts (sack),High Table,Luxury,Noble,,sack,134.836,42,36,4.8,0.1,0.1,0.02,36.96,32.4,No,0,No,0.35,47.193,13.483,wetland;forest;hills;mountains,,No,0,Yes,,0.09999555,1si 34cp 8st 4ci,1si 34cp 8st,135,1si 35cp,No,Yes,No,No,No,0.96,1.04,129.443,140.229,1si 29cp 4st,1si 40cp 2st
341,Foraged,Low Inn Truffles,Truffles (ounce) (Low Inn),Truffles (ounce),Low Inn,Staple,Commoner,,oz,720,252,216,28.8,0.1,0.1,0.02,221.76,194.4,No,0,No,0.04,28.8,246.24,wetland;forest;hills;mountains,,No,0,Yes,,0.342,7si 20cp,7si 20cp,720,7si 20cp,Yes,No,No,Yes,No,0.95,1.01,684,727.2,6si 84cp,7si 27cp 2st
342,Foraged,Common Truffles,Truffles (ounce) (Common),Truffles (ounce),Common,Common,Commoner,,oz,800,280,240,32,0.1,0.1,0.02,246.4,216,No,0,No,0.05,40,265.6,wetland;forest;hills;mountains,,No,0,Yes,,0.332,8si,8si,800,8si,Yes,No,No,Yes,No,0.95,1.01,760,808,7si 60cp,8si 8cp
343,Foraged,Fine Truffles,Truffles (ounce) (Fine),Truffles (ounce),Fine,Fine,Artisan,,oz,1120,392,336,44.8,0.1,0.1,0.02,344.96,302.4,No,0,No,0.08,89.6,338.24,wetland;forest;hills;mountains,,No,0,Yes,,0.302,11si 20cp,11si 20cp,1120,11si 20cp,Yes,No,No,Yes,No,0.95,1.01,1064,1131.2,10si 64cp,11si 31cp 2st
344,Foraged,High Table Truffles,Truffles (ounce) (High Table),Truffles (ounce),High Table,Luxury,Noble,,oz,1797.818,560,480,64,0.1,0.1,0.02,492.8,432,No,0,No,0.35,629.236,179.782,wetland;forest;hills;mountains,,No,0,Yes,,0.100000111,17si 97cp 8st 2ci,17si 97cp 8st,1798,17si 98cp,Yes,Yes,No,Yes,No,0.94,1.05,1689.949,1887.709,16si 89cp 9st,18si 87cp 7st
345,Alchemy,Simple Stamina Draught,stamina-draught-simple,Stamina draught,Simple,Common,Artisan,,vial,210,86.766,60.737,13.883,0.1,0.1,0.02,76.354,54.663,No,0,No,0.06,12.6,52.5,urban,,No,0,No,,0.250000000,2sp 10cp,2sp 10cp,210,2sp 10cp,No,No,No,Yes,No,1,0.95,210,199.5,2sp 10cp,1sp 99cp 5st
346,Alchemy,Fine Stamina Draught,stamina-draught-fine,Stamina draught,Fine,Fine,Artisan,,vial,302.776,121.473,85.031,19.436,0.1,0.1,0.02,106.896,76.528,No,0,No,0.08,24.222,75.694,urban,,No,0,No,,0.250000000,3sp 2cp 7st 8ci,3sp 2cp 7st 8ci,303,3sp 3cp,No,No,No,Yes,No,1,0.95,302.776,287.637,3sp 2cp 7st 8ci,2sp 87cp 6st 4ci
347,Alchemy,Potent Stamina Draught,stamina-draught-potent,Stamina draught,Potent,Luxury,Noble,,vial,724.5,173.533,121.472,27.766,0.1,0.1,0.02,152.709,109.325,No,0,No,0.35,253.575,181.125,urban,,No,0,No,,0.250000000,7sp 24cp 5st,7sp 24cp 5st,724,7sp 24cp,No,No,No,Yes,No,1,0.95,724.5,688.275,7sp 24cp 5st,6sp 88cp 2st 8ci
348,Alchemy,Arcane Stamina Draught,stamina-draught-arcane,Stamina draught,Arcane,Arcane,Noble,,vial,1242,260.299,182.209,41.649,0.1,0.1,0.02,229.063,163.988,No,0,No,0.4,496.8,310.5,urban,,No,0,No,,0.250000000,12sp 42cp,12sp 42cp,1242,12sp 42cp,No,No,No,Yes,No,1,0.95,1242,1179.9,12sp 42cp,11sp 79cp 9st
349,Alchemy,Simple Focus Elixir,focus-elixir-simple,Focus elixir,Simple,Common,Artisan,,vial,310,128.084,89.659,20.493,0.1,0.1,0.02,112.714,80.693,No,0,No,0.06,18.6,77.5,urban,,No,0,No,,0.250000000,3sp 10cp,3sp 10cp,310,3sp 10cp,No,No,No,Yes,No,1,0.95,310,294.5,3sp 10cp,2sp 94cp 5st
350,Alchemy,Fine Focus Elixir,focus-elixir-fine,Focus elixir,Fine,Fine,Artisan,,vial,446.955,179.318,125.522,28.69,0.1,0.1,0.02,157.8,112.97,No,0,No,0.08,35.756,111.739,urban,,No,0,No,,0.250000559,4sp 46cp 9st 6ci,4sp 46cp 9st 6ci,447,4sp 47cp,No,No,No,Yes,No,1,0.95,446.955,424.607,4sp 46cp 9st 6ci,4sp 24cp 6st 1ci
351,Alchemy,Potent Focus Elixir,focus-elixir-potent,Focus elixir,Potent,Luxury,Noble,,vial,1069.5,256.168,179.318,40.986,0.1,0.1,0.02,225.428,161.386,No,0,No,0.35,374.325,267.375,urban,,No,0,No,,0.250000000,10sp 69cp 5st,10sp 69cp 5st,1070,10sp 70cp,No,No,No,Yes,No,1,0.95,1069.5,1016.025,10sp 69cp 5st,10sp 16cp 2ci
352,Alchemy,Arcane Focus Elixir,focus-elixir-arcane,Focus elixir,Arcane,Arcane,Noble,,vial,1833.429,384.252,268.977,61.479,0.1,0.1,0.02,338.142,242.079,No,0,No,0.4,733.372,458.357,urban,,No,0,No,,0.249999864,18sp 33cp 4st 3ci,18sp 33cp 4st 3ci,1833,18sp 33cp,No,No,No,Yes,No,1,0.95,1833.429,1741.758,18sp 33cp 4st 3ci,17sp 41cp 7st 6ci
353,Tools,Crude Climber's Kit,climbers-kit-crude,Climber's kit,Crude,Common,Commoner,,kit,22.5,10.124,7.876,1.125,0.1,0.1,0.02,8.909,7.088,No,0,No,0.05,1.125,4.253,urban,,No,0,No,,0.189022222,22cp 5st,22cp 5st,22.5,22cp 5st,No,No,No,No,No,1,1,22.5,22.5,22cp 5st,22cp 5st
354,Tools,Standard Climber's Kit,climbers-kit-standard,Climber's kit,Standard,Common,Artisan,,kit,25,11.249,8.751,1.25,0.1,0.1,0.02,9.899,7.876,No,0,No,0.06,1.5,4.475,urban,,No,0,No,,0.179000000,25cp,25cp,25,25cp,No,No,No,No,No,1,1,25,25,25cp,25cp
355,Tools,Fine Climber's Kit,climbers-kit-fine,Climber's kit,Fine,Fine,Artisan,,kit,33.75,15.186,11.813,1.688,0.1,0.1,0.02,13.364,10.632,No,0,No,0.08,2.7,5.366,urban,,No,0,No,,0.158992593,33cp 7st 5ci,33cp 7st 5ci,33.8,33cp 8st,No,No,No,No,No,1,1,33.75,33.75,33cp 7st 5ci,33cp 7st 5ci
356,Tools,Masterwork Climber's Kit,climbers-kit-masterwork,Climber's kit,Masterwork,Luxury,Noble,,kit,68.489,20.241,15.747,2.26,0.1,0.1,0.02,17.812,14.172,No,0,No,0.35,23.971,10.274,urban,,No,0,No,,0.150009491,68cp 4st 9ci,68cp 4st 9ci,68.5,68cp 5st,No,No,No,No,No,1,1,68.489,68.489,68cp 4st 9ci,68cp 4st 9ci
357,Tools,Crude Field Medic Kit,field-medic-kit-crude,Field medic kit,Crude,Common,Commoner,,kit,24,10.799,8.4,1.2,0.1,0.1,0.02,9.503,7.56,No,0,No,0.05,1.2,4.537,urban,,No,0,No,,0.189041667,24cp,24cp,24,24cp,No,No,No,No,No,1,1,24,24,24cp,24cp
358,Tools,Standard Field Medic Kit,field-medic-kit-standard,Field medic kit,Standard,Common,Artisan,,kit,26.667,12,9.334,1.333,0.1,0.1,0.02,10.56,8.401,No,0,No,0.06,1.6,4.773,urban,,No,0,No,,0.178985263,26cp 6st 7ci,26cp 6st 7ci,26.7,26cp 7st,No,No,No,No,No,1,1,26.667,26.667,26cp 6st 7ci,26cp 6st 7ci
359,Tools,Fine Field Medic Kit,field-medic-kit-fine,Field medic kit,Fine,Fine,Artisan,,kit,36,16.199,12.601,1.8,0.1,0.1,0.02,14.255,11.341,No,0,No,0.08,2.88,5.724,urban,,No,0,No,,0.159000000,36cp,36cp,36,36cp,No,No,No,No,No,1,1,36,36,36cp,36cp
360,Tools,Masterwork Field Medic Kit,field-medic-kit-masterwork,Field medic kit,Masterwork,Luxury,Noble,,kit,73.055,21.591,16.797,2.411,0.1,0.1,0.02,19,15.117,No,0,No,0.35,25.569,10.958,urban,,No,0,No,,0.149996578,73cp 6ci,73cp 6ci,73.1,73cp 1st,No,No,No,No,No,1,1,73.055,73.055,73cp 6ci,73cp 6ci
361,Weapons,Service Issue Warhammer,warhammer-service-issue,Warhammer,Service Issue,Common,Military,,each,720,298.111,264.988,46.373,0.1,0.1,0.02,262.338,238.489,No,0,No,0.06,43.2,129.6,urban,,No,0,No,,0.180000000,7sp 20cp,7sp 20cp,720,7sp 20cp,No,No,No,No,No,1,1,720,720,7sp 20cp,7sp 20cp
362,Weapons,Fine Warhammer,warhammer-fine,Warhammer,Fine,Fine,Artisan,,each,924.315,372.635,331.231,57.966,0.1,0.1,0.02,327.919,298.108,No,0,No,0.08,73.945,166.377,urban,,No,0,No,,0.180000325,9sp 24cp 3st 2ci,9sp 24cp 3st 2ci,924.3,9sp 24cp 3st,No,No,No,No,No,1,1,924.315,924.315,9sp 24cp 3st 2ci,9sp 24cp 3st 2ci
363,Weapons,Masterwork Warhammer,warhammer-masterwork,Warhammer,Masterwork,Luxury,Noble,,each,1862.796,476.975,423.978,74.196,0.1,0.1,0.02,419.738,381.58,No,0,No,0.35,651.979,335.303,urban,,No,0,No,,0.179999850,18sp 62cp 8st,18sp 62cp 8st,1862.8,18sp 62cp 8st,No,No,No,No,No,1,1,1862.796,1862.796,18sp 62cp 8st,18sp 62cp 8st
364,Weapons,Exhibition Warhammer,warhammer-exhibition,Warhammer,Exhibition,Arcane,Noble,,each,2866.265,655.84,582.969,102.02,0.1,0.1,0.02,577.139,524.672,No,0,No,0.4,1146.506,515.928,urban,,No,0,No,,0.180000105,1gp 8sp 66cp 2st 6ci,1gp 8sp 66cp 2st 6ci,2866.3,1gp 8sp 66cp 3st,No,No,No,No,No,1,1,2866.265,2866.265,1gp 8sp 66cp 2st 6ci,1gp 8sp 66cp 2st 6ci
365,Weapons,Service Issue Spear,spear-service-issue,Spear,Service Issue,Common,Military,,each,280,115.932,103.051,18.034,0.1,0.1,0.02,102.02,92.746,No,0,No,0.06,16.8,50.4,urban,,No,0,No,,0.180000000,2sp 80cp,2sp 80cp,280,2sp 80cp,No,No,No,No,No,1,1,280,280,2sp 80cp,2sp 80cp
366,Weapons,Fine Spear,spear-fine,Spear,Fine,Fine,Artisan,,each,359.456,144.915,128.812,22.542,0.1,0.1,0.02,127.525,115.931,No,0,No,0.08,28.756,64.702,urban,,No,0,No,,0.179999777,3sp 59cp 4st 6ci,3sp 59cp 4st 6ci,359.5,3sp 59cp 5st,No,No,No,No,No,1,1,359.456,359.456,3sp 59cp 4st 6ci,3sp 59cp 4st 6ci
367,Weapons,Masterwork Spear,spear-masterwork,Spear,Masterwork,Luxury,Noble,,each,724.421,185.491,164.88,28.854,0.1,0.1,0.02,163.232,148.392,No,0,No,0.35,253.547,130.396,urban,,No,0,No,,0.180000304,7sp 24cp 4st 2ci,7sp 24cp 4st 2ci,724.4,7sp 24cp 4st,No,No,No,No,No,1,1,724.421,724.421,7sp 24cp 4st 2ci,7sp 24cp 4st 2ci
368,Weapons,Exhibition Spear,spear-exhibition,Spear,Exhibition,Arcane,Noble,,each,1114.659,255.049,226.71,39.674,0.1,0.1,0.02,224.443,204.039,No,0,No,0.4,445.864,200.639,urban,,No,0,No,,0.180000341,11sp 14cp 6st 6ci,11sp 14cp 6st 6ci,1114.7,11sp 14cp 7st,No,No,No,No,No,1,1,1114.659,1114.659,11sp 14cp 6st 6ci,11sp 14cp 6st 6ci
369,Armor,Service Issue Leather Jerkin,leather-jerkin-service-issue,Leather jerkin,Service Issue,Common,Military,,suit,320,139.77,111.816,19.568,0.1,0.1,0.02,122.998,100.634,No,0,No,0.06,19.2,57.6,urban,,No,0,No,,0.180000000,3sp 20cp,3sp 20cp,320,3sp 20cp,No,No,No,No,No,1,1,320,320,3sp 20cp,3sp 20cp
370,Armor,Fine Leather Jerkin,leather-jerkin-fine,Leather jerkin,Fine,Fine,Artisan,,suit,394.378,167.724,134.18,23.481,0.1,0.1,0.02,147.597,120.762,No,0,No,0.08,31.55,70.988,urban,,No,0,No,,0.179999899,3sp 94cp 3st 8ci,3sp 94cp 3st 8ci,394,3sp 94cp,No,No,No,No,No,1,1,394.378,394.378,3sp 94cp 3st 8ci,3sp 94cp 3st 8ci
371,Armor,Masterwork Leather Jerkin,leather-jerkin-masterwork,Leather jerkin,Masterwork,Luxury,Noble,,suit,776.17,209.655,167.724,29.352,0.1,0.1,0.02,184.496,150.952,No,0,No,0.35,271.659,139.711,urban,,No,0,No,,0.180000515,7sp 76cp 1st 7ci,7sp 76cp 1st 7ci,776,7sp 76cp,No,No,No,No,No,1,1,776.17,776.17,7sp 76cp 1st 7ci,7sp 76cp 1st 7ci
372,Armor,Parade Leather Jerkin,leather-jerkin-parade,Leather jerkin,Parade,Arcane,Noble,,suit,1158.095,279.54,223.632,39.136,0.1,0.1,0.02,245.995,201.269,No,0,No,0.4,463.238,208.457,urban,,No,0,No,,0.179999914,11sp 58cp 1st,11sp 58cp 1st,1158,11sp 58cp,No,No,No,No,No,1,1,1158.095,1158.095,11sp 58cp 1st,11sp 58cp 1st
373,Armor,Service Issue Tower Shield,tower-shield-service-issue,Tower shield,Service Issue,Common,Military,,each,520,227.126,181.701,31.798,0.1,0.1,0.02,199.871,163.531,No,0,No,0.06,31.2,93.6,urban,,No,0,No,,0.180000000,5sp 20cp,5sp 20cp,520,5sp 20cp,No,No,No,No,No,1,1,520,520,5sp 20cp,5sp 20cp
374,Armor,Fine Tower Shield,tower-shield-fine,Tower shield,Fine,Fine,Artisan,,each,640.864,272.551,218.041,38.157,0.1,0.1,0.02,239.845,196.237,No,0,No,0.08,51.269,115.356,urban,,No,0,No,,0.180000749,6sp 40cp 8st 6ci,6sp 40cp 8st 6ci,641,6sp 41cp,No,No,No,No,No,1,1,640.864,640.864,6sp 40cp 8st 6ci,6sp 40cp 8st 6ci
375,Armor,Masterwork Tower Shield,tower-shield-masterwork,Tower shield,Masterwork,Luxury,Noble,,each,1261.275,340.69,272.551,47.696,0.1,0.1,0.02,299.807,245.296,No,0,No,0.35,441.446,227.03,urban,,No,0,No,,0.180000396,12sp 61cp 2st 8ci,12sp 61cp 2st 8ci,1261,12sp 61cp,No,No,No,No,No,1,1,1261.275,1261.275,12sp 61cp 2st 8ci,12sp 61cp 2st 8ci
376,Armor,Parade Tower Shield,tower-shield-parade,Tower shield,Parade,Arcane,Noble,,each,1881.903,454.252,363.402,63.595,0.1,0.1,0.02,399.742,327.062,No,0,No,0.4,752.761,338.743,urban,,No,0,No,,0.180000244,18sp 81cp 9st,18sp 81cp 9st,1882,18sp 82cp,No,No,No,No,No,1,1,1881.903,1881.903,18sp 81cp 9st,18sp 81cp 9st
377,Animals,Common Riding Horse,riding-horse-common,Riding horse,Common,Common,Commoner,,each,26000,13000,9100,2600,0.1,0.1,0.02,11440,8190,No,0,No,0.05,1300,2470,grassland;farmland;hills,,No,0,No,,0.095000000,2pl 3gp,2pl 3gp,26000,2pl 3gp,No,Yes,No,No,No,0.99,1.04,25740,27040,2pl 2gp 17sp 40cp,2pl 3gp 10sp 40cp
378,Animals,Fine Riding Horse,riding-horse-fine,Riding horse,Fine,Fine,Artisan,,each,39696.428,19500,13650,3900,0.1,0.1,0.02,17160,12285,No,0,No,0.08,3175.714,3175.714,grassland;farmland;hills,,No,0,No,,0.079999994,3pl 4gp 16sp 96cp 4st 3ci,3pl 4gp 16sp 96cp 4st 3ci,39696,3pl 4gp 16sp 96cp,No,Yes,No,No,No,0.99,1.04,39299.464,41284.285,3pl 4gp 12sp 99cp 4st 6ci,4pl 12sp 84cp 2st 9ci
379,Animals,Trained Riding Horse,riding-horse-trained,Riding horse,Trained,Luxury,Merchant,,each,57740.259,25999.999,18200,5200,0.1,0.1,0.02,22879.999,16380,No,0,No,0.15,8661.039,4619.221,grassland;farmland;hills,,No,0,No,,0.080000005,5pl 3gp 17sp 40cp 2st 6ci,5pl 3gp 17sp 40cp 2st 6ci,57740,5pl 3gp 17sp 40cp,No,Yes,No,No,No,0.99,1.04,57162.856,60049.869,5pl 3gp 11sp 62cp 8st 6ci,6pl 49cp 8st 7ci
380,Animals,Champion Riding Horse,riding-horse-champion,Riding horse,Champion,Arcane,Noble,,each,128249.999,38999.999,27300,7800,0.1,0.1,0.02,34319.999,24570,No,0,No,0.4,51300,10260,grassland;farmland;hills,,No,0,No,,0.080000001,12pl 4gp 2sp 50cp,12pl 4gp 2sp 50cp,128250,12pl 4gp 2sp 50cp,No,Yes,No,No,No,0.99,1.04,126967.499,133379.999,12pl 3gp 9sp 67cp 5st,13pl 1gp 13sp 80cp
381,Animals,Common Hunting Hound,hunting-hound-common,Hunting hound,Common,Common,Commoner,,each,1200,600,420,120,0.1,0.1,0.02,528,378,No,0,No,0.05,60,114,grassland;farmland;hills,,No,0,No,,0.095000000,12sp,12sp,1200,12sp,No,Yes,No,No,No,0.99,1.04,1188,1248,11sp 88cp,12sp 48cp
382,Animals,Fine Hunting Hound,hunting-hound-fine,Hunting hound,Fine,Fine,Artisan,,each,1832.143,900.001,630,180,0.1,0.1,0.02,792.001,567,No,0,No,0.08,146.571,146.571,grassland;farmland;hills,,No,0,No,,0.079999760,18sp 32cp 1st 4ci,18sp 32cp 1st 4ci,1832,18sp 32cp,No,Yes,No,No,No,0.99,1.04,1813.822,1905.429,18sp 13cp 8st 2ci,19sp 5cp 4st 3ci
383,Animals,Trained Hunting Hound,hunting-hound-trained,Hunting hound,Trained,Luxury,Merchant,,each,2664.935,1200,840,240,0.1,0.1,0.02,1056,756,No,0,No,0.15,399.74,213.195,grassland;farmland;hills,,No,0,No,,0.080000075,1gp 6sp 64cp 9st 4ci,1gp 6sp 64cp 9st 4ci,2665,1gp 6sp 65cp,No,Yes,No,No,No,0.99,1.04,2638.286,2771.532,1gp 6sp 38cp 2st 9ci,1gp 7sp 71cp 5st 3ci
384,Animals,Champion Hunting Hound,hunting-hound-champion,Hunting hound,Champion,Arcane,Noble,,each,5919.231,1800.001,1260,360,0.1,0.1,0.02,1584.001,1134,No,0,No,0.4,2367.692,473.538,grassland;farmland;hills,,No,0,No,,0.079999919,2gp 19sp 19cp 2st 3ci,2gp 19sp 19cp 2st 3ci,5919,2gp 19sp 19cp,No,Yes,No,No,No,0.99,1.04,5860.039,6156,2gp 18sp 60cp 4ci,3gp 1sp 56cp
